,Name,DateTimeOriginal,GPSLatitude,GPSLongitude,picture_id,nb_judgments,mean_elo_rating,st_elo_rating,elo_reduced,mu,sigma,mu_0,sigma_0,rank_0,mu_1,sigma_1,rank_1,mu_2,sigma_2,rank_2,mu_3,sigma_3,rank_3,mu_4,sigma_4,rank_4,mu_5,sigma_5,rank_5,mu_6,sigma_6,rank_6,mu_7,sigma_7,rank_7,mu_8,sigma_8,rank_8,mu_9,sigma_9,rank_9
133,team 10 (causeway bay)_lui yee ching (daphne)_100.jpg,2020:11:06 18:20:20,22.2800194444444,114.183922222222,837,36,1286.91666666667,59.0399838835488,1.44850019144602,25,8.333333333333334,0,1.7642152733241974,-5.292645819972592,0,1.7605770361872737,-5.2817311085618215,0,1.848954574571632,-5.546863723714894,0,1.7140574655206042,-5.142172396561813,0,1.789751737123255,-5.369255211369765,3,2.013933994948978,-3.041801984846934,3,1.8743764695026248,-2.6231294085078742,0,1.7569195024297068,-5.270758507289121,0,1.7366433660393803,-5.209930098118141,0,1.7862291368316208,-5.358687410494863
134,team 10 (causeway bay)_lui yee ching (daphne)_103.jpg,2020:11:06 18:21:21,22.2800305555556,114.184158333333,840,36,1037.08333333333,48.1105891449979,0.187215389251664,25,8.333333333333334,7,1.6213482174858294,2.135955347542512,6,1.566394948003143,1.3008151559905716,8,1.5760249029452988,3.271925291164104,7,1.5700896026500677,2.289731192049797,5,1.5750420087570505,0.2748739737288481,5,1.663837429488468,0.0084877115345953,6,1.5560471374943163,1.3318585875170506,6,1.6141613577124263,1.1575159268627209,7,1.5398188400783,2.3805434797651,5,1.5916815263409474,0.2249554209771576
135,team 10 (causeway bay)_lui yee ching (daphne)_113.jpg,2020:11:06 17:34:59,22.2822444444444,114.185547222222,850,39,792.833333333333,80.0236707405245,-1.04588192736997,25,8.333333333333334,12,1.62012984781261,7.13961045656217,15,1.5811030864609144,10.256690740617255,14,1.5844693977638804,9.24659180670836,14,1.537818724313039,9.386543827060883,14,1.6182053416768225,9.145383974969532,15,1.5153030392640825,10.454090882207751,13,1.66232058357415,8.01303824927755,14,1.5586796867231614,9.323960939830515,12,1.486717235587675,7.539848293236975,13,1.491859880626371,8.524420358120887
136,team 10 (causeway bay)_lui yee ching (daphne)_116.jpg,2020:11:06 18:26:46,22.2789277777778,114.181786111111,853,50,1082.58333333333,67.9149981204223,0.416922361232357,25,8.333333333333334,0,1.3529797165400683,-4.058939149620205,0,1.328253728780537,-3.984761186341611,0,1.3499789192856584,-4.049936757856975,0,1.352789907648572,-4.0583697229457165,0,1.3703375145396317,-4.111012543618895,0,1.3934515118251356,-4.180354535475407,0,1.363421021102799,-4.090263063308397,0,1.360843749357678,-4.082531248073034,0,1.333252482642793,-3.9997574479283786,0,1.3998000227596097,-4.199400068278829
137,team 10 (causeway bay)_lui yee ching (daphne)_143.jpg,2020:11:06 18:31:10,22.2784638888889,114.182061111111,880,26,985.916666666667,82.2539950213344,-0.0710997770416434,25,8.333333333333334,8,1.7959926699330522,2.6120219902008435,11,1.7850530500830246,5.644840849750926,12,1.8520966775578669,6.4437099673264,11,1.8838222338969612,5.348533298309116,11,1.857943610083688,5.426169169748936,11,1.9571987065348044,5.128403880395586,14,1.9403368167545552,8.178989549736334,10,1.8133876822586827,4.559836953223952,10,1.7911758327424674,4.626472501772598,10,1.7790897951047329,4.662730614685802
138,team 10 (causeway bay)_lui yee ching (daphne)_164.jpg,2020:11:06 18:40:13,22.2786472222222,114.179505555556,901,21,801.416666666667,33.3615410951356,-1.00254892716116,25,8.333333333333334,19,2.3087782497627902,12.07366525071163,19,2.3292252770908584,12.012324168727424,21,2.413628057824381,13.759115826526855,21,2.3094356532811635,14.071693040156507,21,2.449555533902528,13.651333398292415,21,2.3015551650206163,14.095334504938153,22,2.4569923704741488,14.629022888577554,19,2.336195881656141,11.991412355031578,22,2.4833045229531123,14.550086431140665,21,2.389268601624442,13.832194195126672
139,team 10 (causeway bay)_lui yee ching (daphne)_168.jpg,2020:11:06 18:41:22,22.278125,114.179772222222,905,28,1258.0,59.6748766994194,1.30251425870371,25,8.333333333333334,0,2.254791267909383,-6.76437380372815,0,2.306525457610454,-6.919576372831362,0,2.212175537854752,-6.636526613564256,1,2.418120720341535,-6.254362161024605,0,2.312254512279869,-6.936763536839607,0,2.302854645060152,-6.908563935180456,0,2.1367653405998768,-6.41029602179963,0,2.0767425440594454,-6.230227632178336,0,2.3591339065984687,-7.0774017197954056,0,2.264909085699098,-6.794727257097294
140,team 10 (causeway bay)_lui yee ching (daphne)_177.jpg,2020:11:06 17:31:38,22.281175,114.185386111111,914,18,1069.08333333333,29.2371442870299,0.348767545369954,25,8.333333333333334,8,2.036101648601899,1.891695054194304,11,2.243030116728622,4.270909649814135,10,2.032632705728637,3.9021018828140894,6,2.011882382249385,-0.0356471467481558,11,2.2486097278721964,4.254170816383411,8,2.09980357939312,1.7005892618206406,11,2.071607809701149,4.785176570896555,9,2.07852833054112,2.7644150083766394,12,2.152876942033418,5.541369173899746,9,2.000152832501058,2.999541502496827
141,team 10 (causeway bay)_lui yee ching (daphne)_246.jpg,2020:11:06 17:31:05,22.2809194444444,114.185469444444,983,28,1305.75,56.6329891012778,1.54358036666147,25,8.333333333333334,0,2.0924327489084296,-6.277298246725289,0,2.093387529413417,-6.280162588240251,0,2.06975573863314,-6.20926721589942,0,2.0697905572016926,-6.209371671605078,0,2.2577068669803104,-6.773120600940931,0,2.084003358828137,-6.252010076484412,0,2.060271334137149,-6.180814002411448,0,2.1054932782310525,-6.316479834693157,0,2.23547893481022,-6.70643680443066,0,2.0067157402876337,-6.020147220862901
142,team 10 (causeway bay)_lui yee ching (daphne)_250.jpg,2020:11:06 17:51:27,22.2809333333333,114.185486111111,987,28,870.583333333333,43.2570715886344,-0.653360673051313,25,8.333333333333334,17,1.8528939463124905,11.44131816106253,13,1.9069702314247063,7.27908930572588,15,1.8101488791116491,9.56955336266505,15,1.7231252571659064,9.83062422850228,13,1.7453111148547171,7.764066655435848,12,1.7882657428360356,6.635202771491893,14,1.7614928739357956,8.715521378192612,13,1.8065432119649825,7.580370364105053,13,1.7203495270236309,7.838951418929107,13,1.7876155847626802,7.637153245711959
143,team 10 (causeway bay)_lui yee ching (daphne)_258.jpg,2020:11:06 17:32:11,22.28135,114.185433333333,995,27,1017.0,77.6483916592786,0.0858245829378416,25,8.333333333333334,9,1.8460508422765065,3.461847473170481,9,1.8404201604550143,3.478739518634957,8,1.8615574857147212,2.4153275428558354,7,1.7784133575810337,1.6647599272568998,9,1.868061910596971,3.3958142682090875,8,1.845892017283208,2.4623239481503765,6,1.8405219952126124,0.478434014362163,8,1.9033957691167085,2.2898126926498747,9,1.8707533160448644,3.387740051865407,9,1.961358900567212,3.115923298298365
144,team 10 (causeway bay)_lui yee ching (daphne)_265.jpg,2020:11:06 17:58:09,22.2790361111111,114.183975,1002,30,1148.58333333333,34.2781624980457,0.75012368322633,25,8.333333333333334,2,1.7629274037085685,-3.288782211125705,3,1.7341857328922992,-2.2025571986768977,2,1.7088120873792754,-3.126436262137826,2,1.7308956888114737,-3.19268706643442,7,1.7466549045972537,1.7600352862082396,4,1.813970002011147,-1.441910006033441,3,1.6629365465061643,-1.988809639518493,2,1.733038641354567,-3.199115924063701,1,1.6456921486283989,-3.937076445885197,3,1.7626117589694652,-2.287835276908396
145,team 10 (causeway bay)_lui yee ching (daphne)_273.jpg,2020:11:06 17:28:42,22.2808027777778,114.1866,1010,30,803.75,54.3693178849315,-0.9907690824442,25,8.333333333333334,15,1.7272568904148495,9.818229328755452,15,1.6787026582297433,9.96389202531077,15,1.7882712633923443,9.635186209822969,15,1.7724095206692188,9.682771437992344,15,1.7908416117526316,9.627475164742105,16,1.817930305003695,10.546209084988917,14,1.730681597842567,8.8079552064723,15,1.7320441459772535,9.80386756206824,13,1.7188381575174947,7.843485527447516,16,1.7459107057094123,10.762267882871765
146,team 10 (causeway bay)_lui yee ching (daphne)_275.jpg,2020:11:06 18:01:01,22.2785916666667,114.183363888889,1012,32,1279.5,42.9132316954276,1.41105711359569,25,8.333333333333334,1,1.8580197533745808,-4.574059260123742,0,1.820559961224964,-5.461679883674891,3,1.9912337724796747,-2.9737013174390245,0,1.8157315042612936,-5.447194512783881,0,1.7499034021460742,-5.249710206438222,0,1.729753743311247,-5.1892612299337415,0,1.841140480917867,-5.523421442753602,0,1.948962213713284,-5.846886641139852,0,1.8041020989691112,-5.412306296907333,0,1.8237099407900423,-5.471129822370128
147,team 10 (causeway bay)_lui yee ching (daphne)_288.jpg,2020:11:06 18:05:23,22.2788638888889,114.184813888889,1025,35,1078.75,73.9718926964216,0.397569759197354,25,8.333333333333334,5,1.6071169657851572,0.1786491026445285,5,1.516362807780837,0.4509115766574876,7,1.5950436819246352,2.214868954226094,7,1.536276842443478,2.3911694726695654,3,1.553396180869355,-1.660188542608065,6,1.5675682674670388,1.2972951975988831,5,1.571539936640742,0.2853801900777739,9,1.5643248974464838,4.307025307660549,7,1.5181601162833105,2.445519651150069,9,1.5673386176726378,4.297984146982087
148,team 10 (causeway bay)_lui yee ching (daphne)_289.jpg,2020:11:06 18:05:41,22.2787444444444,114.184563888889,1026,41,1161.41666666667,90.5121371402585,0.814912829169604,25,8.333333333333334,0,1.5552743077939486,-4.665822923381846,0,1.5523041463129783,-4.656912438938935,0,1.6022146902501864,-4.80664407075056,0,1.603232825366677,-4.809698476100031,0,1.565532159685868,-4.696596479057604,0,1.5817741372651832,-4.7453224117955495,0,1.5473188110607723,-4.641956433182317,0,1.5138715492240076,-4.541614647672023,0,1.6293016800208646,-4.887905040062594,0,1.503673362469582,-4.511020087408745
149,team 10 (causeway bay)_lui yee ching (daphne)_290.jpg,2020:11:06 18:06:07,22.2786833333333,114.184394444444,1027,34,1260.08333333333,53.8051338093534,1.313031977201,25,8.333333333333334,0,1.6750819964909536,-5.025245989472861,0,1.6870334844900636,-5.061100453470191,0,1.6735038818028884,-5.020511645408665,0,1.739038880753356,-5.217116642260068,0,1.7899157852860097,-5.369747355858029,0,1.7465148445266987,-5.239544533580096,0,1.6674323619349565,-5.0022970858048685,0,1.766244127575967,-5.298732382727901,0,1.628912701771506,-4.886738105314517,0,1.682640574707278,-5.047921724121834
150,team 10 (causeway bay)_lui yee ching (daphne)_294.jpg,2020:11:06 17:33:38,22.2818027777778,114.185783333333,1031,37,834.5,80.1685723959208,-0.835527557424281,25,8.333333333333334,18,1.8042514759999704,12.58724557200009,15,1.694247751644612,9.917256745066164,16,1.7977449226594433,10.60676523202167,16,1.6985761379695787,10.904271586091264,14,1.775189417084719,8.674431748745844,15,1.7724798450245374,9.682560464926388,16,1.7249702337769517,10.825089298669145,15,1.7098500893054236,9.87044973208373,17,1.7761226106127543,11.671632168161736,14,1.6554577461185795,9.03362676164426
151,team 10 (causeway bay)_lui yee ching (daphne)_300.jpg,2020:11:06 18:12:22,22.2794138888889,114.184027777778,1037,28,1109.66666666667,61.8198751996231,0.553652701697057,25,8.333333333333334,6,1.8031982786959295,0.5904051639122105,7,1.720076208557103,1.8397713743286903,5,1.7949908666611625,-0.3849725999834863,8,1.8456085208544997,2.4631744374365017,8,1.7612665381539483,2.716200385538155,5,1.687278692399845,-0.0618360771995352,7,1.8755888942782029,1.3732333171653917,6,1.697183647440442,0.9084490576786736,5,1.803329621980332,-0.4099888659409956,6,1.842978191147584,0.4710654265572485
152,team 10 (causeway bay)_lui yee ching (daphne)_302.jpg,2020:11:06 18:14:02,22.2787805555556,114.182694444444,1039,36,861.583333333333,55.2275595453333,-0.698797216959582,25,8.333333333333334,10,1.6355168161082176,5.093449551675347,14,1.7786489788181608,8.664053063545518,13,1.700321796669834,7.899034609990498,12,1.6762079910483212,6.971376026855037,12,1.7311626882136792,6.806511935358962,15,1.7470813016442008,9.758756095067396,10,1.6832429169905556,4.950271249028333,14,1.6659494403279755,9.002151679016073,11,1.627785091962639,6.116644724112083,14,1.7739600690441453,8.678119792867564
153,team 10 (causeway bay)_lui yee ching (daphne)_308.jpg,2020:11:06 18:15:22,22.2798888888889,114.182861111111,1045,36,1060.33333333333,67.6976343528317,0.304593127681359,25,8.333333333333334,4,1.6418394137289538,-0.925518241186861,6,1.5840500969304891,1.2478497092085323,5,1.6687946630057078,-0.0063839890171237,6,1.67264080952564,0.9820775714230798,5,1.629184932418131,0.1124452027456079,3,1.6552433245817286,-1.9657299737451852,1,1.577668583616641,-3.733005750849923,1,1.668378256730427,-4.005134770191281,5,1.6234792984726192,0.129562104582142,5,1.5764630310384742,0.2706109068845777
154,team 10 (causeway bay)_lui yee ching (daphne)_312.jpg,2020:11:06 18:16:55,22.2787361111111,114.182716666667,1049,20,880.166666666667,57.4580215672646,-0.604979167963805,25,8.333333333333334,16,2.458590250531823,8.624229248404532,15,2.4555025934388413,7.633492219683476,14,2.246875870616185,7.259372388151443,15,2.2858530960797103,8.14244071176087,13,2.27655146922186,6.17034559233442,15,2.3006431761053534,8.09807047168394,17,2.240215491751244,10.27935352474627,16,2.2389132042399185,9.283260387280244,17,2.2994981667389456,10.101505499783164,13,2.109554327675446,6.671337016973662
155,team 10 (causeway bay)_ng man yee (mandy)_112.jpg,2020:11:08 21:50:22,22.2697166666667,114.183236111111,1069,37,922.416666666667,71.8805300902867,-0.391679836838875,25,8.333333333333334,16,1.6469627669816582,11.059111699055023,13,1.573431336710148,8.279705989869555,10,1.5245005187105818,5.426498443868255,14,1.5706519891430912,9.288044032570726,13,1.5878054640601529,8.236583607819542,13,1.645682300743928,8.062953097768215,15,1.60293473770454,10.19119578688638,12,1.5938902670335973,7.218329198899208,11,1.5272117188776595,6.418364843367021,12,1.5482444292150517,7.355266712354845
156,team 10 (causeway bay)_ng man yee (mandy)_115.jpg,2020:11:08 21:51:18,22.2697166666667,114.183236111111,1072,37,953.25,104.386628366943,-0.236017603079064,25,8.333333333333334,9,1.5831666358693597,4.250500092391921,9,1.556707970748499,4.329876087754503,10,1.6190704958396849,5.142788512480945,11,1.6259134134608495,6.122259759617451,9,1.6661587155934392,4.001523853219682,9,1.5734928913514086,4.279521325945774,9,1.5426802734812348,4.371959179556296,11,1.575153985808354,6.274538042574938,8,1.599666366516867,3.201000900449399,9,1.635124905575946,4.094625283272162
157,team 10 (causeway bay)_ng man yee (mandy)_12.jpg,2020:11:08 21:03:41,22.2800722222222,114.182761111111,1077,34,1149.75,71.2806552872644,0.75601360558481,25,8.333333333333334,2,1.6909791377319154,-3.0729374131957465,3,1.6346359479396,-1.9039078438188,1,1.659345018811126,-3.978035056433378,4,1.6495211579892128,-0.9485634739676384,0,1.6496333436590278,-4.948900030977083,2,1.6549671616281063,-2.96490148488432,5,1.6286336759254627,0.1140989722236121,3,1.6503689701602264,-1.9511069104806795,2,1.7039501004164752,-3.111850301249426,1,1.6748779137734446,-4.024633741320334
158,team 10 (causeway bay)_ng man yee (mandy)_125.jpg,2020:11:08 21:53:57,22.2697166666667,114.183236111111,1083,22,1013.58333333333,51.8958017803391,0.0685755246022952,25,8.333333333333334,9,2.010960568895417,2.967118293313749,12,2.0286991642702144,5.913902507189357,13,2.1102667147877763,6.669199855636672,9,2.0627493081638675,2.811752075508398,9,1.974218111685736,3.077345664942792,11,1.907972383331228,5.276082850006317,12,2.08089056444692,5.757328306659241,10,1.962985946126314,4.111042161621058,12,2.0085254497414216,5.974423650775735,11,2.088858188920282,4.733425433239152
159,team 10 (causeway bay)_ng man yee (mandy)_127.jpg,2020:11:08 21:54:31,22.2697166666667,114.183236111111,1085,35,1135.5,65.4043368036652,0.684072411063384,25,8.333333333333334,4,1.610800096573317,-0.832400289719951,4,1.671256178840123,-1.0137685365203692,5,1.6690037331539236,-0.0070111994617709,2,1.6010468948439285,-2.803140684531785,1,1.5868139980683826,-3.760441994205148,3,1.6351357423379993,-1.905407227013998,0,1.591338681293332,-4.774016043879996,3,1.6021903454665751,-1.8065710363997256,1,1.6577667304809094,-3.973300191442728,3,1.716984411562631,-2.150953234687893
160,team 10 (causeway bay)_ng man yee (mandy)_129.jpg,2020:11:08 21:54:59,22.2697166666667,114.183236111111,1087,34,812.75,72.4055811510286,-0.945332538535931,25,8.333333333333334,16,1.7411068314180034,10.776679505745989,18,1.7374354448317049,12.787693665504886,15,1.7123149981086387,9.863055005674084,14,1.825421186015297,8.52373644195411,17,1.8005102373379995,11.598469287986,14,1.8061412572040925,8.581576228387723,17,1.861319239719616,11.416042280841152,16,1.7275977973595928,10.81720660792122,16,1.7806194087299074,10.65814177381028,15,1.7180169962675516,9.845949011197344
161,team 10 (causeway bay)_ng man yee (mandy)_132.jpg,2020:11:08 21:55:51,22.2697166666667,114.183236111111,1091,31,1174.16666666667,67.282083706428,0.879281266372985,25,8.333333333333334,1,1.772431316770232,-4.317293950310695,4,1.6228314676133984,-0.8684944028401951,1,1.6684411433665178,-4.005323430099553,2,1.6900297272454037,-3.0700891817362104,0,1.7307990284447357,-5.192397085334207,3,1.6897194698304503,-2.069158409491351,3,1.623009886040878,-1.869029658122634,2,1.7106568656809764,-3.1319705970429297,0,1.6221125011216833,-4.86633750336505,0,1.6755362233152178,-5.026608669945653
162,team 10 (causeway bay)_ng man yee (mandy)_138.jpg,2020:11:08 21:57:35,22.2697166666667,114.183236111111,1097,37,1170.08333333333,68.7663479185903,0.858666538118307,25,8.333333333333334,0,1.7441623089215172,-5.232486926764552,0,1.7178067391713296,-5.153420217513989,0,1.6757665581807677,-5.027299674542303,0,1.6426327137090764,-4.927898141127229,0,1.6598508418526805,-4.979552525558041,0,1.6697726611708923,-5.009317983512678,0,1.6460171791704887,-4.938051537511466,0,1.694425502027323,-5.083276506081969,0,1.6788007032072787,-5.036402109621836,0,1.6727899198735612,-5.018369759620684
163,team 10 (causeway bay)_ng man yee (mandy)_141.jpg,2020:11:08 21:58:46,22.2697166666667,114.183236111111,1101,39,827.5,75.5290431796694,-0.870867091575157,25,8.333333333333334,13,1.501167779454684,8.496496661635948,11,1.5067370314069577,6.479788905779127,14,1.5737026225316328,9.2788921324051,11,1.626736150547183,6.119791548358451,14,1.594341989326585,9.216974032020245,11,1.5755801457339795,6.273259562798062,13,1.557867019931898,8.326398940204307,14,1.604963582677479,9.185109251967564,13,1.570660699577725,8.288017901266825,15,1.610399514655243,10.16880145603427
164,team 10 (causeway bay)_ng man yee (mandy)_144.jpg,2020:11:08 21:59:33,22.2697166666667,114.183236111111,1104,29,767.25,62.8072448050382,-1.17503951051662,25,8.333333333333334,17,1.9453997534299,11.1638007397103,16,1.9711158551845973,10.086652434446208,15,2.032627030115316,8.902118909654053,19,1.8973159187451656,13.308052243764504,19,1.9314600366414632,13.20561989007561,20,1.9049732475825885,14.285080257252234,20,1.948329641678648,14.155011074964056,16,1.7456151090695,10.7631546727915,18,1.8396121385906845,12.481163584227946,19,1.903195217385004,13.290414347844989
165,team 10 (causeway bay)_ng man yee (mandy)_146.jpg,2020:11:08 22:00:08,22.2697166666667,114.183236111111,1106,36,867.5,68.1595721284052,-0.668926896427294,25,8.333333333333334,14,1.688911789902505,8.933264630292484,13,1.6774386382878854,7.967684085136343,13,1.5509184243819258,8.347244726854223,14,1.6273190918796374,9.118042724361088,13,1.6151035247116212,8.154689425865136,12,1.689642188341148,6.931073434976557,12,1.605651101821277,7.18304669453617,13,1.588709740319326,8.233870779042022,13,1.599031882110279,8.202904353669163,13,1.5785900969638766,8.26422970910837
166,team 10 (causeway bay)_ng man yee (mandy)_149.jpg,2020:11:08 22:00:41,22.2697166666667,114.183236111111,1109,29,1252.41666666667,75.5699054257752,1.27432677313099,25,8.333333333333334,0,1.9645760738646412,-5.893728221593924,1,1.9308736830740547,-4.792621049222165,0,1.789001868103205,-5.367005604309615,1,1.8152927309474896,-4.4458781928424695,1,1.8255441892790396,-4.476632567837118,2,1.8018874659637023,-3.405662397891108,1,1.778828835901968,-4.336486507705904,0,1.8707123832878745,-5.612137149863623,1,1.8431849683097945,-4.529554904929383,0,1.9356059829516377,-5.806817948854913
167,team 10 (causeway bay)_ng man yee (mandy)_156.jpg,2020:11:08 22:02:36,22.2697166666667,114.183236111111,1117,34,862.666666666667,76.4179100060776,-0.693328003340995,25,8.333333333333334,14,1.7097474876133971,8.870757537159808,12,1.7245128418184317,6.826461474544706,13,1.6116878277575073,8.164936516727478,12,1.6603495700725388,7.018951289782383,14,1.7059671727554258,8.882098481733722,10,1.780196008637899,4.659411974086304,10,1.5821901795701707,5.253429461289488,11,1.6436103466049512,6.069168960185147,12,1.6729442738071836,6.981167178578449,11,1.7203682186767997,5.838895343969602
168,team 10 (causeway bay)_ng man yee (mandy)_158.jpg,2020:11:08 22:03:09,22.2768777777778,114.17755,1119,40,1012.75,95.8750370392248,0.0643684372033812,25,8.333333333333334,3,1.490837573687891,-1.4725127210636728,6,1.5116636605698404,1.4650090182904787,5,1.45841603319461,0.6247519004161699,3,1.4814610150421097,-1.4443830451263295,5,1.5495219093780577,0.351434271865827,1,1.4630436988115096,-3.3891310964345287,4,1.5720627914806595,-0.7161883744419795,6,1.600709201384337,1.1978723958469892,4,1.512617365837885,-0.5378520975136549,7,1.5261284455130082,2.421614663460975
169,team 10 (causeway bay)_ng man yee (mandy)_161.jpg,2020:11:08 22:03:47,22.2768777777778,114.17755,1123,31,661.333333333333,49.0645832891031,-1.70976031891857,25,8.333333333333334,21,2.0124676397340067,14.96259708079798,20,2.085344322096018,13.743967033711948,17,1.9451749022314413,11.164475293305674,19,1.9973559986304967,13.007932004108508,16,1.8447570940345697,10.46572871789629,18,1.792110889796129,12.623667330611614,19,1.8210531105284429,13.536840668414673,20,1.8153312718885417,14.554006184334376,20,1.834643237683573,14.49607028694928,17,1.8653753066062584,11.403874080181224
170,team 10 (causeway bay)_ng man yee (mandy)_169.jpg,2020:11:08 22:08:01,22.2768777777778,114.17755,1131,45,630.0,65.4508837359602,-1.86794680511773,25,8.333333333333334,21,1.7554520094631707,15.733643971610489,20,1.6742613959771455,14.977215812068565,19,1.8082681516282464,13.57519554511526,23,1.7656660234017951,17.703001929794617,22,1.719347002264921,16.841958993205235,19,1.7938957986509396,13.618312604047182,23,1.8638749952812756,17.408375014156174,20,1.595970997771912,15.212087006684264,21,1.746270629974864,15.761188110075407,22,1.7006316647459745,16.898105005762076
171,team 10 (causeway bay)_ng man yee (mandy)_178.jpg,2020:11:08 22:10:56,22.2768777777778,114.17755,1141,41,1302.41666666667,78.3760844011782,1.52675201706582,25,8.333333333333334,0,1.844633715412164,-5.533901146236492,0,1.9934854969875488,-5.980456490962646,0,1.966443782448319,-5.8993313473449565,0,1.9119959234882768,-5.73598777046483,0,1.866795507498633,-5.600386522495901,0,1.8575952463533176,-5.572785739059952,1,2.003406702265844,-5.010220106797533,0,1.9080200878422369,-5.7240602635267095,0,1.8205407131013795,-5.461622139304138,0,1.788901508842972,-5.366704526528916
172,team 10 (causeway bay)_ng man yee (mandy)_179.jpg,2020:11:08 22:11:12,22.2768777777778,114.17755,1142,31,1177.33333333333,61.4022998286092,0.895268198488857,25,8.333333333333334,1,1.8219055918038427,-4.465716775411528,0,1.940048369695256,-5.820145109085768,0,1.8544470779604885,-5.563341233881466,0,1.9194935911670703,-5.758480773501212,1,1.847369216202868,-4.542107648608603,0,1.8017503745358576,-5.405251123607574,0,1.9036490310918308,-5.710947093275492,0,1.8843509831977063,-5.653052949593119,2,1.796560911817656,-3.3896827354529684,1,1.866269974166405,-4.598809922499215
173,team 10 (causeway bay)_ng man yee (mandy)_184.jpg,2020:11:08 22:12:14,22.2768777777778,114.17755,1148,28,1383.0,36.9126733595042,1.93357736854078,25,8.333333333333334,0,2.569511742816132,-7.708535228448395,0,2.490056843366925,-7.470170530100774,0,2.697640176228952,-8.092920528686857,0,2.656889947932158,-7.970669843796474,0,2.479735421563414,-7.4392062646902435,0,2.540639126074594,-7.621917378223782,0,2.6481468260612475,-7.9444404781837425,0,2.4489251498408224,-7.346775449522467,0,2.8559246723555445,-8.567774017066633,0,2.327614555904906,-6.982843667714718
174,team 10 (causeway bay)_ng man yee (mandy)_185.jpg,2020:11:08 22:12:20,22.2768777777778,114.17755,1149,28,1223.83333333333,67.5208160944505,1.13002367534825,25,8.333333333333334,0,1.9859549373183227,-5.957864811954968,0,1.9232598740179057,-5.769779622053717,3,1.8140507104502517,-2.4421521313507544,0,1.848145891499785,-5.544437674499355,2,1.9343856989644188,-3.8031570968932567,2,1.913715209730384,-3.741145629191151,3,1.89648733154858,-2.6894619946457405,2,1.994846525716866,-3.984539577150597,1,1.9310869602126244,-4.793260880637873,0,1.902295077690495,-5.706885233071485
175,team 10 (causeway bay)_ng man yee (mandy)_186.jpg,2020:11:08 22:12:34,22.2768777777778,114.17755,1150,37,826.0,78.4068642635092,-0.878439848893202,25,8.333333333333334,15,1.5473652399200202,10.35790428023994,14,1.5678427874809808,9.296471637557058,11,1.526996247553255,6.419011257340235,14,1.5803080818614526,9.259075754415642,14,1.4782821235062822,9.565153629481154,13,1.491653233146108,8.525040300561677,12,1.5424366503047076,7.372690049085877,14,1.5242826037123895,9.42715218886283,14,1.4809813106361636,9.557056068091509,12,1.5474458762082337,7.3576623713753
176,team 10 (causeway bay)_ng man yee (mandy)_192.jpg,2020:11:08 22:14:50,22.2768777777778,114.17755,1157,35,824.666666666667,73.1900804671499,-0.885171188731464,25,8.333333333333334,13,1.5889673738812131,8.23309787835636,12,1.5953620847076244,7.213913745877127,15,1.6241557004003502,10.12753289879895,17,1.7256698539190636,11.822990438242808,13,1.628968671739851,8.113093984780447,14,1.6378901441833684,9.086329567449894,11,1.5441503025377432,6.367549092386771,14,1.581064165916126,9.256807502251622,10,1.6591628631448594,5.022511410565421,13,1.604793243565255,8.185620269304234
177,team 10 (causeway bay)_ng man yee (mandy)_194.jpg,2020:11:08 22:15:23,22.2768777777778,114.17755,1159,38,886.416666666667,86.2422152832921,-0.573426012471951,25,8.333333333333334,9,1.5463159544159306,4.361052136752209,12,1.617482449463186,7.147552651610442,10,1.5708327621311378,5.287501713606587,11,1.564637705656228,6.306086883031316,12,1.5929278600031245,7.221216419990627,10,1.4771744769535629,5.568476569139311,11,1.527704067940548,6.416887796178356,10,1.5084597537275284,5.474620738817415,11,1.6594113076532788,6.021766077040164,11,1.5678489336300414,6.296453199109876
178,team 10 (causeway bay)_ng man yee (mandy)_195.jpg,2020:11:08 22:15:43,22.2768777777778,114.17755,1160,31,1171.91666666667,60.376784119445,0.867922130395918,25,8.333333333333334,2,1.714873688530168,-3.144621065590504,1,1.7022983366256368,-4.106895009876911,1,1.71117341689337,-4.133520250680109,0,1.7636662116061286,-5.2909986348183855,0,1.6327685062437278,-4.898305518731183,2,1.6360064909117522,-2.9080194727352566,2,1.651373608226372,-2.9541208246791166,3,1.627969443817377,-1.8839083314521317,2,1.7293156352281485,-3.187946905684445,1,1.668612227191007,-4.005836681573022
179,team 10 (causeway bay)_ng man yee (mandy)_196.jpg,2020:11:08 22:15:56,22.2768777777778,114.17755,1161,31,908.833333333333,66.620817567284,-0.46025536144117,25,8.333333333333334,11,1.5778517155828795,6.266444853251361,12,1.6540455226471222,7.037863432058633,13,1.6836337891437243,7.949098632568827,13,1.6395972012554587,8.081208396233624,13,1.6495466357987725,8.051360092603684,11,1.625722994232217,6.1228310173033496,12,1.6758483834453342,6.972454849663998,13,1.698294974632793,7.90511507610162,11,1.6292695913996988,6.112191225800904,11,1.584689940611215,6.245930178166355
